Code,Subject Name,Year,Type,School
ARTD 570,Design for Responsible Innovation Research Methodology,2023,Regular,FAA
ARTD 591,Special Problems in Design,2023,Regular,FAA
ARTD 595,MFA Design for Responsible Innovation Studio,2023,Regular,FAA
ARTD 599,Thesis,2023,Regular,FAA
ARTE 202,Facilitating the Art Experience,2023,Regular,General Studies
ARTE 203,Everyday Arts Lab,2023,Regular,General Studies
ARTE 204,Practicum Teaching Experience,2023,Regular,General Studies
ARTE 302,Art-Centered Learning at the Secondary Level,2023,Regular,General Studies
ARTE 391,Independent Study,2023,Regular,General Studies
ARTE 401,Teaching Seminar,2023,Regular,General Studies
ARTE 475,Art Exhibition Practices,2023,Regular,General Studies
ARTE 501,Issues in Art Education,2023,Regular,General Studies
ARTE 502,Curriculum Development in Art,2023,Regular,General Studies
ARTE 591,Independent Graduate Studies,2023,Regular,General Studies
ARTE 593,Survey: Qualitative Methodologies,2023,Regular,General Studies
ARTE 599,Thesis Research,2023,Regular,General Studies
ARTF 101,Contemporary Issues in Art,2023,Regular,FAA
ARTF 102,Observational Drawing,2023,Regular,FAA
ARTF 106,Visualization Drawing,2023,Regular,FAA
ARTF 199,Undergraduate Open Seminar,2023,Regular,FAA
ARTH 110,Introduction to the History of Art and Visual Culture,2023,Regular,FAA
ARTH 212,East Asian Art History,2023,Regular,FAA
ARTH 217,Development of Ancient Cities,2023,Regular,FAA
ARTH 230,Italian Renaissance Art,2023,Regular,FAA
ARTH 257,History of Photography,2023,Regular,FAA
ARTH 299,Spec Topics in Art History,2023,Regular,FAA
ARTH 345,Realism to Postimpressionism,2023,Regular,FAA
ARTH 361,Contemporary Art,2023,Sustainability,FAA
ARTH 391,Individual Art History Topics,2023,Regular,FAA
ARTH 402,Ways of Seeing in Edo Japan,2023,Regular,FAA
ARTH 404,China through Film,2023,Regular,FAA
ARTH 415,The Archaeology of Greece,2023,Regular,FAA
ARTH 489,Senior Art-History Honors-BA,2023,Regular,FAA
ARTH 490,Senior Art-History Honors-BFA,2023,Regular,FAA
ARTH 491,Topics in Art History,2023,Regular,FAA
ARTH 535,Seminar in Baroque Art,2023,Regular,FAA
ARTH 550,Seminar in American Art,2023,Regular,FAA
ARTH 591,Individual Readings,2023,Regular,FAA
ARTH 593,Theory and Methodology,2023,Regular,FAA
ARTH 599,Thesis Research,2023,Regular,FAA
ARTJ 101,Introduction to Japanese Aesthetics,2023,Regular,Unknown
ARTJ 209,Chado (The Way of Tea),2023,Regular,Unknown
ARTJ 299,Seminar in Japanese Aesthetics,2023,Regular,Unknown
ARTJ 301,Manga: The Art of Image and Word,2023,Regular,Unknown
ARTJ 399,Japan House Internship,2023,Regular,Unknown
ARTS 205,Introduction to Printmaking,2023,Regular,FAA
ARTS 210,Ceramics Sculpture I,2023,Regular,FAA
ARTS 220,Introduction to Fashion,2023,Regular,FAA
ARTS 221,Fashion Illustration,2023,Regular,FAA
ARTS 223,Experimental Fashion,2023,Regular,FAA
ARTS 243,Time Arts I,2023,Regular,FAA
ARTS 244,Interaction I,2023,Regular,FAA
ARTS 250,Life Drawing,2023,Regular,FAA
ARTS 251,Beginning Painting,2023,Regular,FAA
ARTS 252,Making and Meaning,2023,Regular,FAA
ARTS 264,Basic Photography,2023,Regular,FAA
ARTS 265,Photography II,2023,Regular,FAA
ARTS 280,Beginning Sculpture,2023,Regular,FAA
ARTS 299,Special Topics in Studio Art,2023,Regular,FAA
ARTS 320,Fashion and Textiles Design,2023,Sustainability,FAA
ARTS 354,Intermediate Painting,2023,Regular,FAA
ARTS 364,Photography III,2023,Regular,FAA
ARTS 367,RAW Photography,2023,Regular,FAA
ARTS 381,Intermediate Sculpture,2023,Regular,FAA
ARTS 391,Independent Study,2023,Regular,FAA
ARTS 394,Special Topics in Photography,2023,Regular,FAA
ARTS 405,Special Topics in Printmaking,2023,Regular,FAA
ARTS 443,Time Arts II,2023,Regular,FAA
ARTS 448,BASA Capstone Project,2023,Regular,FAA
ARTS 461,Advanced Photography,2023,Regular,FAA
ARTS 499,Special Topics in Studio Art,2023,Regular,FAA
ARTS 591,Graduate Studio,2023,Regular,FAA
ARTS 593,Seminar: Methods Criticism,2023,Regular,FAA
ARTS 595,Graduate Laboratory,2023,Regular,FAA
ASRM 101,Introduction to Actuarial Science,2023,Regular,LAS
ASRM 195,Foundations of Data Management,2023,Regular,LAS
ASRM 210,Theory of Interest,2023,Regular,LAS
ASRM 398,Actuarial Internship,2023,Regular,LAS
ASRM 402,Actuarial Statistics II,2023,Regular,LAS
ASRM 406,Linear Algebra with Financial Applications,2023,Regular,LAS
ASRM 410,Investments and Financial Markets,2023,Regular,LAS
ASRM 441,Statistics for Risk Modeling I,2023,Regular,LAS
ASRM 450,Methods of Applied Statistics,2023,Regular,LAS
ASRM 451,Basics of Statistical Learning,2023,Regular,LAS
ASRM 453,Applied Bayesian Analysis,2023,Regular,LAS
ASRM 454,Generalized Linear Models,2023,Regular,LAS
ASRM 455,Predictive Analytics,2023,Regular,LAS
ASRM 461,Loss Models,2023,Regular,LAS
ASRM 462,"Advanced Loss Models, Credibility, and Ratemaking",2023,Regular,LAS
ASRM 471,Life Contingencies I,2023,Regular,LAS
ASRM 499,Topics in Actuarial Science,2023,Regular,LAS
ASRM 510,Financial Mathematics,2023,Regular,LAS
ASRM 533,Risk Management Practices and Regulation,2023,Regular,LAS
ASRM 539,Risk Analytics and Decision Making,2023,Regular,LAS
ASRM 551,Statistical Learning,2023,Regular,LAS
ASRM 561,Loss Data Analytics & Credibility,2023,Regular,LAS
ASRM 593,Graduate Internship,2023,Regular,LAS
ASRM 595,Advanced Topics in Actuarial Science and Risk Analytics,2023,Regular,LAS
ASRM 598,Literature Seminar,2023,Regular,LAS
ASST 104,Asian Mythology,2023,Regular,LAS
ASST 199,Undergraduate Open Seminar,2023,Regular,LAS
ASST 390,Individual Study,2023,Regular,LAS
ASTR 100,Introduction to Astronomy,2023,Sustainability,LAS
ASTR 121,Solar System and Worlds Beyond,2023,Sustainability,LAS
ASTR 122,Stars and Galaxies,2023,Sustainability,LAS
ASTR 150,Killer Skies: Astro-Disasters,2023,Regular,LAS
ASTR 199,Undergraduate Open Seminar,2023,Regular,LAS
ASTR 210,Introduction to Astrophysics,2023,Sustainability,LAS
ASTR 310,Computing in Astronomy,2023,Regular,LAS
ASTR 350,"The Big Bang, Black Holes, and the End of the Universe",2023,Sustainability,LAS
ASTR 390,Individual Study,2023,Regular,LAS
ASTR 401,Scientific Writing for Astronomy,2023,Regular,LAS
ASTR 404,Stellar Astrophysics,2023,Sustainability,LAS
ASTR 406,Galaxies and the Universe,2023,Sustainability,LAS
ASTR 490,Senior Thesis,2023,Regular,LAS
ASTR 496,Seminar in Astronomy,2023,Regular,LAS
ASTR 502,Astrophysical Dynamics,2023,Regular,LAS
ASTR 515,General Relativity I,2023,Regular,LAS
ASTR 590,Individual Study,2023,Regular,LAS
ASTR 593,Astronomy Internship,2023,Regular,LAS
ASTR 596,Seminar in Special Topics,2023,Regular,LAS
ASTR 599,Thesis Research,2023,Regular,LAS
ATMS 100,Introduction to Meteorology,2023,Regular,ESE
ATMS 120,Severe and Hazardous Weather,2023,Sustainability,ESE
ATMS 140,Climate and Global Change,2023,Sustainability,ESE
ATMS 201,General Physical Meteorology,2023,Sustainability,ESE
ATMS 301,Atmospheric Thermodynamics,2023,Sustainability,ESE
ATMS 302,Atmospheric Dynamics I,2023,Regular,ESE
ATMS 303,Synoptic-Dynamic Wea Analysis,2023,Regular,ESE
ATMS 305,Computing and Data Analysis,2023,Regular,ESE
ATMS 391,Topics in Atmospheric Sciences,2023,Regular,ESE
ATMS 410,Radar Remote Sensing,2023,Sustainability,ESE
ATMS 423,Weather and Climate Hazard Risk Communication,2023,Regular,ESE
ATMS 447,Climate Change Assessment,2023,Sustainability,ESE
ATMS 490,Individual Study,2023,Regular,ESE
ATMS 491,Adv Topics in Atmospheric Sci,2023,Regular,ESE
ATMS 492,Capstone Undergraduate Research,2023,Regular,ESE
ATMS 500,Dynamic Meteorology,2023,Regular,ESE
ATMS 511,Atmospheric Radiation,2023,Sustainability,ESE
ATMS 517,Data Science for the Geosciences,2023,Sustainability,ESE
ATMS 520,Weather and Climate Phenomena and Hazards,2023,Sustainability,ESE
ATMS 571,Professional Development,2023,Regular,ESE
ATMS 590,Individual Study,2023,Regular,ESE
ATMS 591,Atmospheric Sciences Seminar,2023,Regular,ESE
ATMS 596,Non-Thesis Research,2023,Regular,ESE
ATMS 597,Special Topics in Atmospheric Sciences,2023,Regular,ESE
ATMS 599,Thesis Research,2023,Regular,ESE
BADM 199,Undergraduate Open Seminar,2023,Regular,GIES
BADM 210,Business Analytics I,2023,Regular,GIES
BADM 211,Business Analytics II,2023,Regular,GIES
BADM 261,Technology & Mgmt Seminar,2023,Regular,GIES
BADM 275,Fundamentals of Operations Management,2023,Regular,GIES
BADM 300,The Legal Environment of Bus,2023,Regular,GIES
BADM 303,Principles of Public Policy,2023,Regular,GIES
BADM 310,Mgmt and Organizational Beh,2023,Regular,GIES
BADM 311,Leading Individuals and Teams,2023,Regular,GIES
BADM 312,Designing and Managing Orgs,2023,Regular,GIES
BADM 313,Strategic Human Resource Management,2023,Regular,GIES
BADM 314,Leading Negotiations,2023,Regular,GIES
BADM 320,Principles of Marketing,2023,Regular,GIES
BADM 322,Marketing Research,2023,Regular,GIES
BADM 323,Marketing Communications,2023,Regular,GIES
BADM 324,Purchasing and Supply Mgmnt,2023,Regular,GIES
BADM 325,Consumer Behavior,2023,Regular,GIES
BADM 326,Pricing Strategy,2023,Regular,GIES
BADM 329,New Product Development,2023,Regular,GIES
BADM 335,Supply Chain Management Basics,2023,Regular,GIES
BADM 336,Modeling the Supply Chain,2023,Regular,GIES
BADM 338,Global Supply Chain Management,2023,Regular,GIES
BADM 340,Ethical Dilemmas of Business,2023,Regular,GIES
BADM 346,Introduction to Entrepreneurship,2023,Regular,GIES
BADM 350,IT for Networked Organizations,2023,Regular,GIES
BADM 351,Social Media Strategy,2023,Regular,GIES
BADM 352,Database Design and Management,2023,Regular,GIES
BADM 353,Info Sys Analysis and Design,2023,Regular,GIES
BADM 356,Data Science and Analytics,2023,Regular,GIES
BADM 360,Digital Marketing,2023,Regular,GIES
BADM 365,New Product Marketing,2023,Regular,GIES
BADM 367,Mgmt of Innov and Technology,2023,Regular,GIES
BADM 372,Information Systems & Operations Management Practicum,2023,Regular,GIES
BADM 374,Management Decision Models,2023,Regular,GIES
BADM 375,Operations Strategy,2023,Regular,GIES
BADM 377,Project Management,2023,Regular,GIES
BADM 378,Logistics Management,2023,Regular,GIES
BADM 380,International Business,2023,Regular,GIES
BADM 381,Multinational Management,2023,Regular,GIES
BADM 382,International Marketing,2023,Regular,GIES
BADM 394,Senior Research I,2023,Regular,GIES
BADM 395,Special Topics,2023,Sustainability,GIES
BADM 420,Advanced Marketing Management,2023,Regular,GIES
BADM 446,Entrepreneurship: New Venture Creation,2023,Regular,GIES
BADM 449,Business Policy and Strategy,2023,Regular,GIES
BADM 453,Business Intelligence,2023,Regular,GIES
BADM 458,IT Governance,2023,Regular,GIES
BADM 460,Business Process Modeling,2023,Regular,GIES
BADM 463,iVenture Accelerator Seminar I: Topics in Entrepreneurship,2023,Regular,GIES
BADM 502,Communicating with Data and Decision Making,2023,Regular,GIES
BADM 503,Classics in Business Administration,2023,Regular,GIES
BADM 504,Phil of Science and Bus Admin,2023,Regular,GIES
BADM 508,Leadership and Teams,2023,Regular,GIES
BADM 509,Managing Organizations,2023,Regular,GIES
BADM 512,HR Management and Strategy,2023,Regular,GIES
BADM 513,Communication Strategy in Bus,2023,Regular,GIES
BADM 514,Managing Innovation,2023,Regular,GIES
BADM 519,Seminar in Organizational Behavior and Theory,2023,Regular,GIES
BADM 520,Marketing Management,2023,Regular,GIES
BADM 538,Res Sem in Consumer Behavior,2023,Regular,GIES
BADM 539,Math Models in Marketing,2023,Regular,GIES
BADM 550,Business Practicum,2023,Regular,GIES
BADM 554,Enterprise Database Management,2023,Regular,GIES
BADM 557,Business Intelligence,2023,Regular,GIES
BADM 562,Social Media Strategy,2023,Regular,GIES
BADM 567,Operations Management,2023,Regular,GIES
BADM 569,Res Topics in Operations Mgt,2023,Regular,GIES
BADM 572,Stat for Mgt Decision Making,2023,Regular,GIES
BADM 582,Multinational Management,2023,Regular,GIES
BADM 588,Business Practice Immersion,2023,Regular,GIES
BADM 589,Project Management,2023,Regular,GIES
BADM 590,Seminar in Business Admin,2023,Regular,GIES
BADM 591,Proseminar in Business Admin,2023,Regular,GIES
BADM 593,Research in Special Fields,2023,Regular,GIES
BADM 594,Independent Study and Research,2023,Regular,GIES
BADM 595,Business Fundamentals,2023,Regular,GIES
BADM 599,Dissertation Research,2023,Regular,GIES
BASQ 401,Beginners' Basque,2023,Regular,LAS
BCOG 100,Introduction to the Brain and Cognitive Science,2023,Regular,LAS
BCOG 458,Advances in Brain and Cognitive Science,2023,Regular,LAS
BCS 101,First Year Bosnian-Croatian-Serbian I,2023,Regular,LAS
BCS 201,Second Year Bosnian-Croatian-Serbian I,2023,Regular,LAS
BCS 301,Third Year Bosnian-Croatian-Serbian I,2023,Regular,LAS
BDI 199,Undergraduate Open Seminar,2023,Regular,I-School
BDI 475,Introduction to Data Analytics Applications in Business,2023,Regular,I-School
BDI 477,Emerging Technology and Disruption: Learning to Navigate an Uncertain Future,2023,Sustainability,I-School
BDI 513,Data Storytelling,2023,Regular,I-School
BDI 593,Special Research Problems,2023,Regular,I-School
BIOC 190,Biochemistry Orientation,2023,Regular,LAS
BIOC 199,Undergraduate Open Seminar,2023,Regular,LAS
BIOC 290,Individual Topics,2023,Regular,LAS
BIOC 455,Technqs Biochem & Biotech,2023,Regular,LAS
BIOC 460,Biochemistry Senior Seminar,2023,Regular,LAS
BIOC 492,Senior Thesis,2023,Regular,LAS
BIOC 555,Anlys Biochemical Literature,2023,Regular,LAS
BIOC 590,Individual Topics,2023,Regular,LAS
BIOC 595,Biochemistry Seminar,2023,Regular,LAS
BIOC 599,Thesis Research,2023,Regular,LAS
BIOE 100,Bioengineering Seminar,2023,Regular,Grainger
BIOE 120,Introduction to Bioengineering,2023,Regular,Grainger
BIOE 199,Undergraduate Open Seminar,2023,Regular,Grainger
BIOE 201,Conservation Principles Bioeng,2023,Sustainability,Grainger
BIOE 202,Cell & Tissue Engineering Lab,2023,Regular,Grainger
BIOE 206,Cellular Bioengineering,2023,Regular,Grainger
BIOE 297,Individual Study,2023,Regular,Grainger
BIOE 298,Special Topics,2023,Regular,Grainger
BIOE 302,Modeling Human Physiology,2023,Sustainability,Grainger
BIOE 303,Quantitative Physiology Lab,2023,Regular,Grainger
BIOE 306,Biofabrication Lab,2023,Regular,Grainger
BIOE 380,Biomedical Imaging,2023,Regular,Grainger
BIOE 397,Individual Study,2023,Regular,Grainger
BIOE 400,Bioengineering Senior Design,2023,Regular,Grainger
BIOE 414,Biomedical Instrumentation,2023,Regular,Grainger
BIOE 415,Biomedical Instrumentation Lab,2023,Regular,Grainger
BIOE 420,Intro Bio Control Systems,2023,Regular,Grainger
BIOE 476,Tissue Engineering,2023,Regular,Grainger
BIOE 480,Magnetic Resonance Imaging,2023,Regular,Grainger
BIOE 482,Musculoskel Tissue Mechanics,2023,Regular,Grainger
BIOE 483,Biomedical Computed Imaging Systems,2023,Regular,Grainger
BIOE 485,Computational Mathematics for Machine Learning and Imaging,2023,Regular,Grainger
BIOE 488,Applied High-Performance Computing for Imaging Science,2023,Regular,Grainger
BIOE 497,Individual Study,2023,Regular,Grainger
BIOE 498,Special Topics,2023,Regular,Grainger
BIOE 499,Senior Thesis,2023,Regular,Grainger
BIOE 500,Graduate Seminar,2023,Regular,Grainger
BIOE 501,Seminar Discussion,2023,Regular,Grainger
BIOE 502,Bioengineering Professionalism,2023,Regular,Grainger
BIOE 504,Analytical Methods in Bioeng,2023,Regular,Grainger
BIOE 505,Computational Bioengineering,2023,Regular,Grainger
BIOE 570,Seminar Series,2023,Regular,Grainger
BIOE 571,Biological Measurement I,2023,Regular,Grainger
BIOE 573,Managing Business Operations,2023,Regular,Grainger
BIOE 575,Capstone Project,2023,Regular,Grainger
BIOE 589,Biomedical Image Computing Capstone Project,2023,Regular,Grainger
BIOE 597,Individual Study,2023,Regular,Grainger
BIOE 598,Special Topics,2023,Regular,Grainger
BIOE 599,Thesis Research,2023,Regular,Grainger
BIOP 401,Introduction to Biophysics,2023,Regular,LAS
BIOP 432,Photosynthesis,2023,Regular,LAS
BIOP 581,Lab Rotation I,2023,Regular,LAS
BIOP 582,Lab Rotation II,2023,Regular,LAS
BIOP 583,Lab Rotation III,2023,Regular,LAS
BIOP 586,Special Topics in Biophysics,2023,Regular,LAS
BIOP 590,Individual Topics,2023,Regular,LAS
BIOP 595,Biophysics Seminars,2023,Regular,LAS
BIOP 599,Thesis Research,2023,Regular,LAS
BSE 601,Anatomy,2023,Regular,Carle
BSE 602,Public Health Clinical Applications,2023,Sustainability,Carle
BSE 631,Cardiovascular,2023,Regular,Carle
BSE 632,Respiratory,2023,Regular,Carle
BSE 633,Renal,2023,Regular,Carle
BSE 638,"Endocrine, Genitourinary, & Women's Health",2023,Regular,Carle
BSE 642,"Hematology, Oncology, Infection, and Immunity",2023,Regular,Carle
BSE 655,Research Elective,2023,Regular,Carle
BSE 660,Self-Designed Study,2023,Regular,Carle
BSE 665,Special Topics,2023,Regular,Carle
BSE 666,Academic Progress I (Longitudinal),2023,Regular,Carle
BSE 680,"Innovation, Design, Engineering and Analysis Projects (Longitudinal)",2023,Regular,Carle
BSE 685,Medicine - Capstone Project (Longitudinal),2023,Regular,Carle
BSE 686,Medicine - Data Science Project (Longitudinal),2023,Regular,Carle
BSE 700,Innovations in Problem Based Learning,2023,Regular,Carle
BSE 701,Introduction to Telemedicine,2023,Regular,Carle
BSE 702,Medical Spanish,2023,Regular,Carle
BSE 703,Medical Informatics,2023,Regular,Carle
BSE 704,Medicine in Literature,2023,Regular,Carle
BSE 705,Race in Medicine,2023,Regular,Carle
BSE 706,Literature Review in Pathology,2023,Regular,Carle
BSE 707,Interreligious Perspectives on Health and Medicine,2023,Regular,Carle
BSE 708,Social Medicine and the Normative Body,2023,Sustainability,Carle
BSE 710,Computational Genomics,2023,Regular,Carle
BSE 711,"Climate Change, Planetary Health and Sustainability",2023,Sustainability,Carle
BSE 712,Artificial Intelligence in Health,2023,Regular,Carle
BSE 720,Advanced Anatomy,2023,Regular,Carle
BSE 721,Neurocardiology,2023,Regular,Carle
BSE 730,Introduction to Deep Learning on Healthcare Data,2023,Regular,Carle
BSE 732,Healthcare Process Management,2023,Regular,Carle
BSE 733,Introduction to Research,2023,Regular,Carle
BSE 734,Medical Chinese,2023,Regular,Carle
BSE 735,Leadership in PBL I,2023,Regular,Carle
BSE 736,Leadership in PBL II,2023,Regular,Carle
BSE 737,Exploring Anatomy through the Virtual Reality Lens,2023,Regular,Carle
BSE 738,Advanced Anatomy for Teaching,2023,Regular,Carle
BSE 739,Medical Device Product Development,2023,Regular,Carle
BSE 770,Service Learning Elective,2023,Regular,Carle
BTW 199,Undergraduate Open Seminar,2023,Regular,LAS
BTW 250,Principles Bus Comm,2023,Regular,LAS
BTW 261,Principles Tech Comm,2023,Regular,LAS
BTW 263,Writing in the Disciplines,2023,Regular,LAS
BTW 271,Persuasive Writing,2023,Regular,LAS
BTW 280,Global Business Communication,2023,Regular,LAS
BTW 285,Writing a Web Presence,2023,Regular,LAS
BTW 290,Individual Study,2023,Regular,LAS
BTW 402,Descriptive English Grammar,2023,Regular,LAS
BUS 101,Professional Responsibility and Business,2023,Regular,Gies
BUS 115,First-Year Gies Scholar Seminar,2023,Regular,Gies
BUS 199,Undergraduate Open Seminar,2023,Regular,Gies
BUS 201,Business Dynamics,2023,Regular,Gies
BUS 215,Sophomore Gies Scholar Seminar,2023,Regular,Gies
BUS 299,BUS Internship,2023,Regular,Gies
BUS 301,Business in Action,2023,Regular,Gies
BUS 315,Junior Gies Scholar Seminar,2023,Regular,Gies
BUS 399,Business Study Abroad,2023,Regular,Gies
BUS 401,Global Business Perspectives,2023,Regular,Gies
BUS 415,Senior Gies Scholar Seminar,2023,Regular,Gies
CB 290,Independent Research,2023,Regular,Unknown
CB 590,Seminar,2023,Regular,Unknown
CB 592,Special Problems,2023,Regular,Unknown
CB 596,Interdisciplinary Tox Sem,2023,Regular,Unknown
CB 599,Thesis Research,2023,Regular,Unknown
CB 692,Special Problems,2023,Regular,Unknown
CDB 590,Individual Topics,2023,Regular,LAS
CDB 595,Graduate Sem Cell Devel Biol,2023,Regular,LAS
CDB 599,Thesis Research,2023,Regular,LAS
CEE 190,Project-Based Introduction to CEE,2023,Sustainability,Grainger
CEE 201,Systems Engrg & Economics,2023,Regular,Grainger
CEE 202,Engineering Risk & Uncertainty,2023,Regular,Grainger
CEE 300,Behavior of Materials,2023,Regular,Grainger
CEE 310,Transportation Engineering,2023,Sustainability,Grainger
CEE 320,Construction Engineering,2023,Regular,Grainger
CEE 330,Environmental Engineering,2023,Sustainability,Grainger
CEE 331,Fluid Dynamics in the Natural and Built Environment,2023,Sustainability,Grainger
CEE 340,Energy and Global Environment,2023,Sustainability,Grainger
CEE 350,Water Resources Engineering,2023,Sustainability,Grainger
CEE 360,Structural Engineering,2023,Regular,Grainger
CEE 380,Geotechnical Engineering,2023,Sustainability,Grainger
CEE 401,Concrete Materials,2023,Regular,Grainger
CEE 405,Asphalt Materials I,2023,Regular,Grainger
CEE 406,Pavement Design I,2023,Regular,Grainger
CEE 408,Railroad Transportation Engrg,2023,Sustainability,Grainger
CEE 409,Railroad Track Engineering,2023,Regular,Grainger
CEE 412,High-Speed Rail Engineering,2023,Sustainability,Grainger
CEE 416,Traffic Capacity Analysis,2023,Regular,Grainger
CEE 417,Urban Transportation Planning,2023,Sustainability,Grainger
CEE 421,Construction Planning,2023,Regular,Grainger
CEE 422,Construction Cost Analysis,2023,Regular,Grainger
CEE 434,Environmental Systems I,2023,Sustainability,Grainger
CEE 435,Public Health Engineering,2023,Sustainability,Grainger
CEE 437,Water Quality Engineering,2023,Sustainability,Grainger
CEE 441,"Air Pollution Sources, Transport and Control",2023,Sustainability,Grainger
CEE 442,"Environmental Engineering Principles, Physical",2023,Sustainability,Grainger
CEE 443,"Env Eng Principles, Chemical",2023,Sustainability,Grainger
CEE 444,"Env Eng Principles, Biological",2023,Sustainability,Grainger
CEE 450,Surface Hydrology,2023,Sustainability,Grainger
CEE 451,Environmental Fluid Mechanics,2023,Regular,Grainger
CEE 457,Groundwater,2023,Sustainability,Grainger
CEE 458,Water Resources Field Methods,2023,Sustainability,Grainger
CEE 460,Steel Structures I,2023,Regular,Grainger
CEE 461,Reinforced Concrete I,2023,Regular,Grainger
CEE 463,Reinforced Concrete II,2023,Regular,Grainger
CEE 465,Design of Structural Systems,2023,Regular,Grainger
CEE 470,Structural Analysis,2023,Regular,Grainger
CEE 471,Structural Mechanics,2023,Regular,Grainger
CEE 472,Structural Dynamics I,2023,Regular,Grainger
CEE 473,Wind Effects on Structures,2023,Sustainability,Grainger
CEE 483,Soil Mechanics and Behavior,2023,Sustainability,Grainger
CEE 492,Data Science for Civil and Environmental Engineering,2023,Regular,Grainger
CEE 493,Sustainable Design Eng Tech,2023,Sustainability,Grainger
CEE 495,Professional Practice,2023,Regular,Grainger
CEE 497,Independent Study,2023,Regular,Grainger
CEE 498,Special Topics,2023,Sustainability,Grainger
CEE 504,Infrastructure NDE Methods,2023,Regular,Grainger
CEE 508,Pavement Evaluation and Rehab,2023,Regular,Grainger
CEE 512,Logistics Systems Analysis,2023,Regular,Grainger
CEE 526,Construction Optimization,2023,Sustainability,Grainger
CEE 574,Probabilistic Loads and Design,2023,Sustainability,Grainger
CEE 575,Fracture and Fatigue,2023,Regular,Grainger
CEE 576,Nonlinear Finite Elements,2023,Regular,Grainger
CEE 578,Structural Design Optimization,2023,Regular,Grainger
CEE 581,"Dams, Embankments, and Slopes",2023,Sustainability,Grainger
CEE 590,Geotechnical Field Measurement,2023,Regular,Grainger
CEE 595,Seminar,2023,Sustainability,Grainger
CEE 597,Independent Study,2023,Regular,Grainger
CEE 598,Special Topics,2023,Sustainability,Grainger
CEE 599,Thesis Research,2023,Regular,Grainger
CHBE 101,Hidden World of Engineering,2023,Sustainability,AHS
CHBE 199,Undergraduate Open Seminar,2023,Regular,AHS
CHBE 202,Cooperative Education Practice,2023,Regular,AHS
CHBE 210,CHBE Internship,2023,Regular,AHS
CHBE 221,Principles of CHE,2023,Regular,AHS
CHBE 297,Individual Study Sophomores,2023,Regular,AHS
CHBE 321,Thermodynamics,2023,Regular,AHS
CHBE 397,Individual Study for Juniors,2023,Regular,AHS
CHBE 411,Probability and Statistics for ChBE,2023,Regular,AHS
CHBE 412,Computational Tools in Chemical Engineering,2023,Regular,AHS
CHBE 421,Momentum and Heat Transfer,2023,Regular,AHS
CHBE 422,Mass Transfer Operations,2023,Regular,AHS
CHBE 424,Chemical Reaction Engineering,2023,Regular,AHS
CHBE 430,Unit Operations Laboratory,2023,Regular,AHS
CHBE 431,Process Design,2023,Regular,AHS
CHBE 440,Process Control and Dynamics,2023,Regular,AHS
CHBE 455,Polymers Synthesis and Industrial Applications,2023,Regular,AHS
CHBE 475,Tissue Engineering,2023,Regular,AHS
CHBE 476,Biotransport,2023,Regular,AHS
CHBE 494,Special Topics,2023,Regular,AHS
CHBE 497,Individual Study for Seniors,2023,Regular,AHS
CHBE 499,Senior Thesis,2023,Regular,AHS
CHBE 510,Graduate CHBE Internship,2023,Regular,AHS
CHBE 521,Applied Mathematics in CHBE,2023,Regular,AHS
CHBE 525,Statistical Thermodynamics for Chemical Engineers,2023,Regular,AHS
CHBE 551,Chemical Kinetics & Catalysis,2023,Regular,AHS
CHBE 565,CHBE Seminar,2023,Regular,AHS
CHBE 593,Individual Study,2023,Regular,AHS
CHBE 594,Special Topics,2023,Regular,AHS
CHBE 597,Special Problems,2023,Regular,AHS
CHBE 598,Research Seminar,2023,Regular,AHS
CHBE 599,Thesis Research,2023,Regular,AHS
CHEM 101,Introductory Chemistry,2023,Regular,AHS
CHEM 102,General Chemistry I,2023,Regular,AHS
CHEM 103,General Chemistry Lab I,2023,Regular,AHS
CHEM 104,General Chemistry II,2023,Regular,AHS
CHEM 105,General Chemistry Lab II,2023,Regular,AHS
CHEM 150,First Semester Success in Chemistry,2023,Regular,AHS
CHEM 197,Individual Study Freshman,2023,Regular,AHS
CHEM 199,Undergraduate Open Seminar,2023,Regular,AHS
CHEM 202,Accelerated Chemistry I,2023,Regular,AHS
CHEM 203,Accelerated Chemistry Lab I,2023,Regular,AHS
CHEM 222,Quantitative Analysis Lecture,2023,Regular,AHS
CHEM 223,Quantitative Analysis Lab,2023,Regular,AHS
CHEM 232,Elementary Organic Chemistry I,2023,Regular,AHS
CHEM 233,Elementary Organic Chem Lab I,2023,Regular,AHS
CHEM 236,Fundamental Organic Chem I,2023,Regular,AHS
CHEM 237,Structure and Synthesis,2023,Regular,AHS
CHEM 293,Cooperative Education Practice,2023,Regular,AHS
CHEM 295,Chemistry Internship,2023,Regular,AHS
CHEM 297,Individual Study Sophomore,2023,Regular,AHS
CHEM 312,Inorganic Chemistry,2023,Regular,AHS
CHEM 315,Instrumental Chem Systems Lab,2023,Regular,AHS
CHEM 317,Inorganic Chemistry Lab,2023,Regular,AHS
CHEM 332,Elementary Organic Chem II,2023,Regular,AHS
CHEM 397,Individual Study Junior,2023,Regular,AHS
CHEM 420,Instrumental Characterization,2023,Regular,AHS
CHEM 440,Physical Chemistry Principles,2023,Regular,AHS
CHEM 442,Physical Chemistry I,2023,Regular,AHS
CHEM 445,Physical Principles Lab I,2023,Regular,AHS
